Symbol,Name,Exchange,add_to_asset
PLE.VN,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,VnStock,0
PLC.VN,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,VnStock,0
PLA.VN,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,VnStock,0
PJT.VN,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,VnStock,1
PJS.VN,Công ty Cổ phần Cấp nước Phú Hòa Tân,VnStock,0
PJC.VN,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,VnStock,0
PIV.VN,Công ty Cổ phần PIV,VnStock,0
PIT.VN,Công ty Cổ phần Xuất nhập khẩu Petrolimex,VnStock,1
PIS.VN,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,VnStock,0
PID.VN,Công ty Cổ phần Trang trí nội thất Dầu khí,VnStock,0
PIC.VN,Công ty Cổ phần Đầu tư Điện lực 3,VnStock,0
PIA.VN,Công ty Cổ phần Tin học Viễn thông Petrolimex,VnStock,0
PHS.VN,Công ty Cổ phần Chứng khoán Phú Hưng,VnStock,0
PHR.VN,Công ty Cổ phần Cao su Phước Hòa,VnStock,1
PHP.VN,Công ty Cổ phần Cảng Hải Phòng,VnStock,0
PHN.VN,Công ty Cổ phần Pin Hà Nội,VnStock,0
PHH.VN,Công ty Cổ phần Hồng Hà Việt Nam,VnStock,0
PHC.VN,Công ty Cổ phần Xây dựng Phục Hưng Holdings,VnStock,1
PGV.VN,Tổng Công ty Phát điện 3 - Công ty Cổ phần,VnStock,1
PGT.VN,Công ty Cổ phần PGT Holdings,VnStock,0
PGS.VN,Công ty Cổ phần Kinh doanh Khí Miền Nam,VnStock,0
PGN.VN,Công ty Cổ phần Phụ Gia Nhựa,VnStock,0
PGI.VN,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,VnStock,0
PGD.VN,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,VnStock,1
PGC.VN,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,VnStock,1
PGB.VN,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,VnStock,0
PFL.VN,Công ty Cổ phần Dầu khí Đông Đô,VnStock,0
PET.VN,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,VnStock,1
PEQ.VN,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,VnStock,0
PEN.VN,Công ty Cổ phần Xây lắp III Petrolimex,VnStock,0
PEG.VN,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,VnStock,0
PEC.VN,Công ty Cổ phần Cơ khí Điện lực,VnStock,0
PDV.VN,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,VnStock,1
PDT.VN,,VnStock,0
PDR.VN,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,VnStock,1
PDN.VN,Công ty Cổ phần Cảng Đồng Nai,VnStock,1
PDC.VN,Công ty Cổ phần Du lịch Dầu khí Phương Đông,VnStock,0
PDB.VN,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,VnStock,0
PCT.VN,Công ty Cổ phần Vận tải Biển Global Pacific,VnStock,0
PCN.VN,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,VnStock,0
PCM.VN,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VnStock,0
PCH.VN,Công ty Cổ phần Nhựa Picomat,VnStock,0
PCG.VN,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,VnStock,0
PCF.VN,Công ty Cổ phần Cà phê PETEC,VnStock,0
PCE.VN,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,VnStock,0
PCC.VN,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,VnStock,0
PC1.VN,Công ty Cổ phần Tập đoàn PC1,VnStock,1
PBT.VN,Công ty Cổ Phần Bao bì và Thương mại Dầu khí Bình Sơn,VnStock,0
PBP.VN,Công ty Cổ phần Bao bì Dầu khí Việt Nam,VnStock,0
PBC.VN,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,VnStock,0
PAT.VN,Công ty Cổ phần Phốt pho Apatit Việt Nam,VnStock,0
PAS.VN,Công ty Cổ phần Quốc tế Phương Anh,VnStock,0
PAP.VN,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,VnStock,0
PAN.VN,Công ty Cổ phần Tập đoàn PAN,VnStock,1
PAI.VN,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",VnStock,0
PAC.VN,Công ty Cổ phần Pin Ắc quy Miền Nam,VnStock,1
ORS.VN,Công ty Cổ phần Chứng khoán Tiên Phong,VnStock,1
OPC.VN,Công ty Cổ phần Dược Phẩm OPC,VnStock,1
ONW.VN,Công ty Cổ phần Dịch vụ Một Thế giới,VnStock,0
ONE.VN,Công ty Cổ phần Công nghệ ONE,VnStock,0
OIL.VN,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,VnStock,0
OGC.VN,Công ty Cổ phần Tập đoàn Đại Dương,VnStock,1
ODE.VN,Công ty cổ phần Tập đoàn Truyền thông và Giải trí ODE,VnStock,0
OCH.VN,Công ty Cổ phần One Capital Hospitality,VnStock,0
OCB.VN,Ngân hàng Thương mại Cổ phần Phương Đông,VnStock,1
NXT.VN,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,VnStock,0
NWT.VN,Công ty Cổ phần Vận tải Newway,VnStock,0
NVT.VN,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,VnStock,1
NVP.VN,Công ty Cổ phần Nước sạch Vĩnh Phúc,VnStock,0
NVL.VN,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,VnStock,1
NVB.VN,Ngân hàng Thương mại Cổ phần Quốc Dân,VnStock,0
NUE.VN,Công ty Cổ phần Môi trường Đô thị Nha Trang,VnStock,0
NTW.VN,Công ty Cổ phần Cấp nước Nhơn Trạch,VnStock,0
NTT.VN,Công ty Cổ phần Dệt - May Nha Trang,VnStock,0
NTP.VN,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,VnStock,0
NTL.VN,Công ty Cổ phần Phát triển Đô thị Từ Liêm,VnStock,1
NTH.VN,Công ty Cổ phần Thủy điện Nước Trong,VnStock,0
NTF.VN,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,VnStock,0
NTC.VN,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,VnStock,1
NTB.VN,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,VnStock,0
NT2.VN,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,VnStock,1
NST.VN,Công ty Cổ phần Ngân Sơn,VnStock,0
NSS.VN,Công ty Cổ phần Nông súc sản Đồng Nai,VnStock,0
NSL.VN,Công ty Cổ phần Cấp nước Sơn La,VnStock,0
NSH.VN,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,VnStock,0
NSG.VN,Công ty Cổ phần Nhựa Sài Gòn,VnStock,0
NSC.VN,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,VnStock,1
NS3.VN,Công ty Cổ phần Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,VnStock,0
NS2.VN,Công ty Cổ phần Nước sạch số 2 Hà Nội,VnStock,0
NRC.VN,Công ty Cổ phần Tập đoàn NRC,VnStock,0
NQT.VN,Công ty Cổ phần Nước sạch Quảng Trị,VnStock,0
NQN.VN,Công ty Cổ phần Nước sạch Quảng Ninh,VnStock,0
NQB.VN,Công ty Cổ phần Cấp nước Quảng Bình,VnStock,0
NOS.VN,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,VnStock,0
NO1.VN,Công ty Cổ phần Tâp đoàn 911,VnStock,1
NNT.VN,Công ty Cổ phần Cấp nước Ninh Thuận,VnStock,0
NNQ.VN,,VnStock,0
NNG.VN,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,VnStock,0
NNC.VN,Công ty Cổ phần Đá Núi Nhỏ,VnStock,1
NLS.VN,Công ty Cổ phần Cấp thoát nước Lạng Sơn,VnStock,0
NLG.VN,Công ty Cổ phần Đầu tư Nam Long,VnStock,1
NKG.VN,Công ty Cổ phần Thép Nam Kim,VnStock,1
NJC.VN,Công ty Cổ phần May Nam Định,VnStock,0
NHV.VN,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,VnStock,0
NHT.VN,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,VnStock,1
NHP.VN,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,VnStock,0
NHH.VN,Công ty Cổ phần Nhựa Hà Nội,VnStock,1
NHC.VN,Công ty Cổ phần Gạch ngói Nhị Hiệp,VnStock,0
NHA.VN,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,VnStock,1
NGC.VN,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,VnStock,0
NFC.VN,Công ty Cổ phần Phân lân Ninh Bình,VnStock,0
NET.VN,Công ty Cổ phần Bột giặt Net,VnStock,0
NEM.VN,Công ty Cổ phần Thiết bị Điện Miền Bắc,VnStock,0
NED.VN,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,VnStock,0
NDX.VN,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,VnStock,0
NDW.VN,Công ty Cổ phần Cấp nước Nam Định,VnStock,0
NDT.VN,Tổng Công ty Cổ phần Dệt may Nam Định,VnStock,0
NDP.VN,Công ty Cổ phần Dược phẩm 2/9,VnStock,0
NDN.VN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,VnStock,0
NDF.VN,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,VnStock,0
NDC.VN,Công ty Cổ phần Nam Dược,VnStock,0
ND2.VN,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,VnStock,0
NCT.VN,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,VnStock,1
NCS.VN,Công ty Cổ phần Suất ăn Hàng không Nội Bài,VnStock,0
NCG.VN,Công ty Cổ phần Tập đoàn Nova Consumer,VnStock,0
NBW.VN,Công ty Cổ phần Cấp nước Nhà Bè,VnStock,0
NBT.VN,Công ty Cổ phần Cấp thoát nước Bến Tre,VnStock,0
NBP.VN,Công ty Cổ phần Nhiệt Điện Ninh Bình,VnStock,0
NBE.VN,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,VnStock,0
NBC.VN,Công ty Cổ phần Than Núi Béo - Vinacomin,VnStock,0
NBB.VN,Công ty Cổ phần Đầu tư Năm Bảy Bảy,VnStock,1
NAW.VN,Công ty Cổ phần Cấp nước Nghệ An,VnStock,0
NAV.VN,Công ty Cổ phần Nam Việt,VnStock,1
NAU.VN,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,VnStock,0
NAS.VN,Công ty Cổ phần Dịch vụ Hàng không Sân bay Việt Nam,VnStock,0
NAP.VN,Công ty Cổ phần Cảng Nghệ Tĩnh,VnStock,0
NAG.VN,Công ty Cổ phần Tập đoàn Nagakawa,VnStock,0
NAF.VN,Công ty Cổ phần Nafoods Group,VnStock,1
NAC.VN,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,VnStock,0
NAB.VN,Ngân hàng Thương mại Cổ phần Nam Á,VnStock,1
MZG.VN,Công ty Cổ Phần Miza,VnStock,0
MXC.VN,,VnStock,0
MWG.VN,Công ty Cổ phần Đầu tư Thế Giới Di Động,VnStock,1
MVN.VN,Tổng Công ty Hàng hải Việt Nam - CTCP,VnStock,0
MVC.VN,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,VnStock,0
MVB.VN,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,VnStock,0
MTX.VN,Công ty Cổ phần Công trình Đô thị Gò Công,VnStock,0
MTV.VN,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,VnStock,0
MTS.VN,Công ty Cổ phần Vật tư - TKV,VnStock,0
MTP.VN,Công ty Cổ phần Dược Medipharco,VnStock,0
MTL.VN,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,VnStock,0
MTH.VN,Công ty Cổ phần Môi trường Đô thị Hà Đông,VnStock,0
MTG.VN,Công ty Cổ phần MT Gas,VnStock,0
MTC.VN,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,VnStock,0
MTB.VN,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,VnStock,0
MTA.VN,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,VnStock,0
MST.VN,Công ty Cổ phần Đầu tư MST,VnStock,0
MSR.VN,Công ty Cổ phần Masan High-Tech Materials,VnStock,0
MSN.VN,Công ty Cổ phần Tập đoàn Masan,VnStock,1
MSH.VN,Công ty Cổ phần May Sông Hồng,VnStock,1
MSB.VN,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,VnStock,1
MRF.VN,Công ty Cổ phần MERUFA,VnStock,0
MQN.VN,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,VnStock,0
MQB.VN,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,VnStock,0
MPY.VN,Công ty Cổ phần Môi trường đô thị Phú Yên,VnStock,0
MPT.VN,Công ty Cổ phần Tập đoàn MPT,VnStock,0
MPC.VN,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,VnStock,0
MND.VN,Công ty Cổ phần Môi trường Nam Định,VnStock,0
MNB.VN,Tổng Công ty May Nhà Bè - Công ty Cổ phần,VnStock,0
MML.VN,Công ty Cổ phần Masan MEATLife,VnStock,0
MLS.VN,Công ty Cổ phần Chăn nuôi - Mitraco,VnStock,0
MLC.VN,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,VnStock,0
MKV.VN,Công ty Cổ phần Dược Thú Y Cai Lậy,VnStock,0
MKP.VN,Công ty Cổ phần Hóa - Dược phẩm Mekophar,VnStock,0
MIM.VN,Công ty Cổ phần Khoáng sản và Cơ khí,VnStock,0
MIG.VN,Tổng Công ty Cổ phần Bảo hiểm Quân đội,VnStock,1
MIE.VN,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,VnStock,0
MIC.VN,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,VnStock,0
MHL.VN,Công ty Cổ phần Minh Hữu Liên,VnStock,0
MHC.VN,Công ty Cổ phần MHC,VnStock,1
MH3.VN,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,VnStock,0
MGR.VN,Công ty cổ phần Tập đoàn MGROUP,VnStock,0
MGG.VN,Tổng Công ty Đức Giang - Công ty Cổ phần,VnStock,0
MGC.VN,Công ty Cổ phần Địa chất mỏ - TKV,VnStock,0
MFS.VN,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,VnStock,0
MES.VN,Công ty Cổ phần Cơ điện Công trình,VnStock,0
MEL.VN,Công ty Cổ phần Thép Mê Lin,VnStock,0
MEG.VN,Công ty Cổ phần Megram,VnStock,0
MEF.VN,Công ty Cổ phần MEINFA,VnStock,0
MED.VN,Công ty Cổ phần Dược Trung ương Mediplantex,VnStock,0
MEC.VN,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,VnStock,0
MDG.VN,Công ty Cổ phần Miền Đông,VnStock,1
MDF.VN,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,VnStock,0
MDC.VN,Công ty Cổ phần Than Mông Dương - Vinacomin,VnStock,0
MDA.VN,Công ty Cổ phần Môi trường Đô thị Đông Anh,VnStock,0
MCP.VN,Công ty Cổ phần In và Bao bì Mỹ Châu,VnStock,1
MCO.VN,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,VnStock,0
MCM.VN,Công ty Cổ phần Giống bò sữa Mộc Châu,VnStock,1
MCI.VN,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,VnStock,0
MCH.VN,Công ty Cổ phần Hàng Tiêu Dùng MaSan,VnStock,0
MCG.VN,Công ty Cổ phần Năng lượng và Bất động sản MCG,VnStock,0
MCF.VN,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,VnStock,0
MCD.VN,Công ty Cổ phần Môi trường và Công trình Đô thị Đông Hà,VnStock,0
MCC.VN,Công ty Cổ phần Gạch ngói cao cấp,VnStock,0
MC3.VN,Công ty Cổ phần Khoáng sản 3 - Vimico,VnStock,0
MBT.VN,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,VnStock,0
MBS.VN,Công ty Cổ phần Chứng khoán MB,VnStock,0
MBN.VN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,VnStock,0
MBG.VN,Công ty Cổ phần Tập đoàn MBG,VnStock,0
MBB.VN,Ngân hàng Thương mại Cổ phần Quân đội,VnStock,1
MAS.VN,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,VnStock,0
MAC.VN,Công ty Cổ phần Tập đoàn Macstar,VnStock,0
MA1.VN,Công ty Cổ phần Thiết bị,VnStock,0
M10.VN,Tổng công ty May 10 - Công ty Cổ phần,VnStock,0
LYF.VN,Công ty Cổ phần Lương Thực Lương Yên,VnStock,0
LWS.VN,Công ty Cổ phần Cấp nước Tỉnh Lào Cai,VnStock,0
LUT.VN,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,VnStock,0
LTG.VN,Công ty Cổ phần Tập đoàn Lộc Trời,VnStock,0
LTC.VN,Công ty Cổ phần Điện nhẹ Viễn Thông,VnStock,0
LSS.VN,Công ty Cổ phần Mía đường Lam Sơn,VnStock,1
LSG.VN,Công ty Cổ phần Bất động sản Sài Gòn Vi na,VnStock,0
LQN.VN,Công ty Cổ phần Licogi Quảng Ngãi,VnStock,0
LPT.VN,Công ty Cổ phần Thương mại và Sản xuất Lập Phương Thành,VnStock,0
LPB.VN,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,VnStock,1
LO5.VN,Công ty Cổ phần Lilama 5,VnStock,0
LNC.VN,Công ty Cổ phần Lệ Ninh,VnStock,0
LMI.VN,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,VnStock,0
LMH.VN,Công ty Cổ phần Quốc Tế Holding,VnStock,0
LMC.VN,Công ty Cổ phần Long Beach LMC,VnStock,0
LM8.VN,Công ty Cổ phần Lilama 18,VnStock,0
LM7.VN,Công ty Cổ phần Lilama 7,VnStock,0
LM3.VN,Công ty Cổ phần Lilama 3,VnStock,0
LLM.VN,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,VnStock,0
LKW.VN,Công ty Cổ phần Cấp nước Long Khánh,VnStock,0
LIX.VN,Công ty Cổ phần Bột Giặt LIX,VnStock,1
LIG.VN,Công ty Cổ phần Licogi 13,VnStock,0
LIC.VN,Tổng Công ty LICOGI - Công ty Cổ phần,VnStock,0
LHG.VN,Công ty Cổ phần Long Hậu,VnStock,1
LHC.VN,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,VnStock,0
LGM.VN,Công ty Cổ phần Giày da và May mặc Xuất khẩu (Legamex),VnStock,0
LGL.VN,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,VnStock,1
LGC.VN,Công ty Cổ phần Đầu tư Cầu đường CII,VnStock,1
LG9.VN,Công ty Cổ phần Cơ giới và Xây lắp số 9,VnStock,0
LEC.VN,Công ty Cổ phần Bất động sản Điện lực Miền Trung,VnStock,0
LDW.VN,Công ty Cổ phần Cấp thoát nước Lâm Đồng,VnStock,0
LDP.VN,Công ty Cổ phần Dược Lâm Đồng - Ladophar,VnStock,0
LDG.VN,Công ty Cổ phần Đầu tư LDG,VnStock,1
LCW.VN,Công ty Cổ phần Nước sạch Lai Châu,VnStock,0
LCS.VN,Công ty Cổ phần Licogi 16.6,VnStock,0
LCM.VN,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,VnStock,0
LCG.VN,Công ty Cổ phần Lizen,VnStock,1
LCD.VN,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,VnStock,0
LCC.VN,Công ty Cổ phần Xi măng Hồng Phong,VnStock,0
LBM.VN,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,VnStock,1
LBE.VN,Công ty Cổ phần Thương mại và Dịch vụ LVA,VnStock,0
LBC.VN,Công ty Cổ phần Thương mại - Đầu tư Long Biên,VnStock,0
LAW.VN,Công ty Cổ phần Cấp thoát nước Long An,VnStock,0
LAS.VN,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,VnStock,0
LAI.VN,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,VnStock,0
LAF.VN,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,VnStock,0
L63.VN,Công ty Cổ phần Lilama 69-3,VnStock,0
L62.VN,Công ty Cổ phần Lilama 69 - 2,VnStock,0
L61.VN,Công ty Cổ phần Lilama 69-1,VnStock,0
L45.VN,Công ty Cổ phần Lilama 45.1,VnStock,0
L44.VN,Công ty Cổ phần Lilama 45.4,VnStock,0
L43.VN,Công ty Cổ phần Lilama 45.3,VnStock,0
L40.VN,Công ty Cổ phần Đầu tư và Xây dựng 40,VnStock,0
L35.VN,Công ty Cổ phần Cơ khí Lắp máy Lilama,VnStock,0
L18.VN,Công ty Cổ phần Đầu tư và Xây dựng số 18,VnStock,0
L14.VN,Công ty Cổ phần Licogi 14,VnStock,0
L12.VN,Công ty Cổ phần Licogi 12,VnStock,0
L10.VN,Công ty Cổ phần Lilama 10,VnStock,1
KWA.VN,Công ty Cổ phần Cấp thoát nước và Môi trường Kiến Tường,VnStock,0
KVC.VN,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,VnStock,0
KTW.VN,Công ty Cổ phần Cấp nước Kon Tum,VnStock,0
KTT.VN,Công ty Cổ phần Tập đoàn Đầu tư KTT,VnStock,0
KTS.VN,Công ty Cổ phần Đường Kon Tum,VnStock,0
KTL.VN,Công ty Cổ phần Kim khí Thăng Long,VnStock,0
KTC.VN,Công ty Cổ phần Thương mại Kiên Giang,VnStock,0
KSV.VN,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,VnStock,0
KST.VN,Công ty Cổ phần KASATI,VnStock,0
KSQ.VN,Công ty Cổ phần CNC Capital Việt Nam,VnStock,0
KSH.VN,Công ty Cổ phần Damac GLS,VnStock,0
KSF.VN,Công ty Cổ phần Tập đoàn Sunshine,VnStock,0
KSD.VN,Công ty Cổ phần Đầu tư DNA,VnStock,0
KSB.VN,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,VnStock,1
KPF.VN,Công ty Cổ phần Đầu tư Tài sản KOJI,VnStock,0
KOS.VN,Công ty Cổ phần KOSY,VnStock,1
KMT.VN,Công ty Cổ phần Kim khí Miền Trung,VnStock,0
KMR.VN,Công ty Cổ phần Mirae,VnStock,1
KLM.VN,Công ty Cổ phần Kim loại màu Nghệ Tĩnh,VnStock,0
KLF.VN,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,VnStock,0
KLB.VN,Ngân hàng Thương mại Cổ phần Kiên Long,VnStock,0
KKC.VN,Công ty Cổ phần Tập đoàn Thành Thái,VnStock,0
KIP.VN,Công ty Cổ phần K.I.P Việt Nam,VnStock,0
KHW.VN,Công ty Cổ phần Cấp thoát nước Khánh Hòa,VnStock,0
KHS.VN,Công ty Cổ phần Kiên Hùng,VnStock,0
KHP.VN,Công ty Cổ phần Điện lực Khánh Hòa,VnStock,1
KHL.VN,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,VnStock,0
KHG.VN,Công ty Cổ phần Tập đoàn Khải Hoàn Land,VnStock,1
KHD.VN,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",VnStock,0
KHB.VN,Công ty Cổ phần Khoáng sản Hòa Bình,VnStock,0
KHA.VN,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,VnStock,0
KGM.VN,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,VnStock,0
KDM.VN,Công ty Cổ phần Tập đoàn GCL,VnStock,0
KDH.VN,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,VnStock,1
KDC.VN,Công ty Cổ phần Tập đoàn KIDO,VnStock,1
KCE.VN,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,VnStock,0
KCB.VN,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,VnStock,0
KBC.VN,Tổng Công ty Phát triển Đô thị Kinh Bắc,VnStock,1
KAC.VN,Công ty Cổ phần Đầu tư Địa ốc Khang An,VnStock,0
JVC.VN,Công ty Cổ phần Đầu tư Y tế - Dược phẩm Việt Nam,VnStock,1
JOS.VN,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,VnStock,0
IVS.VN,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),VnStock,0
ITS.VN,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",VnStock,0
ITQ.VN,Công ty Cổ phần Tập đoàn Thiên Quang,VnStock,0
ITD.VN,Công ty Cổ phần Công nghệ ITD,VnStock,1
ITC.VN,Công ty Cổ phần Đầu tư - Kinh doanh nhà,VnStock,1
ITA.VN,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,VnStock,0
IST.VN,Công ty Cổ phần ICD Tân Cảng Sóng Thần,VnStock,0
ISH.VN,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,VnStock,0
ISG.VN,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,VnStock,0
IRC.VN,Công ty Cổ phần Cao su Công nghiệp,VnStock,0
IPH.VN,,VnStock,0
IPA.VN,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,VnStock,0
INN.VN,Công ty Cổ phần Bao bì và In Nông nghiệp,VnStock,0
ING.VN,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng,VnStock,0
INC.VN,Công ty Cổ phần Tư vấn Đầu tư IDICO,VnStock,0
IN4.VN,Công ty Cổ phần In số 4,VnStock,0
IMP.VN,Công ty Cổ phần Dược phẩm IMEXPHARM,VnStock,1
IME.VN,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,VnStock,0
ILS.VN,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,VnStock,0
ILC.VN,Công ty Cổ phần Hợp tác lao động với nước ngoài,VnStock,0
ILB.VN,Công ty Cổ phần ICD Tân Cảng - Long Bình,VnStock,1
ILA.VN,Công ty Cổ phần ILA,VnStock,0
IJC.VN,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,VnStock,1
IHK.VN,Công ty Cổ phần In Hàng Không,VnStock,0
IFS.VN,Công ty Cổ phần Thực phẩm Quốc tế,VnStock,0
IDV.VN,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,VnStock,0
IDP.VN,Công ty Cổ phần Sữa Quốc tế LOF,VnStock,0
IDJ.VN,Công ty Cổ phần Đầu tư IDJ Việt Nam,VnStock,0
IDI.VN,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,VnStock,1
IDC.VN,Tổng Công ty IDICO - CTCP,VnStock,0
ICT.VN,Công ty Cổ phần Viễn thông - Tin học Bưu điện,VnStock,1
ICN.VN,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,VnStock,0
ICI.VN,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,VnStock,0
